fact,value,units
<td style=""width:9%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""margin-top:0pt;line-height:4pt;border-top:none 0pt;padding-top:0pt;text-align:right;margin-bottom:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
</table></div>
<p style=""margin-bottom:0pt;margin-top:0pt;text-indent:0%;font-size:9pt;""> </p>
<p style=""margin-bottom:0pt;margin-top:0pt;text-indent:0%;font-family:Times New Roman;font-size:11pt;""> </p>",
SegmentReportingPolicyPolicyTextBlock,"
<p style=""margin-bottom:0pt;margin-top:9pt;text-align:justify;text-indent:0%;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">Revenue and costs are generally directly attributed to our segments. However, due to the integrated structure of our business, certain revenue recognized and costs incurred by one segment may benefit other segments. Revenue from certain contracts is allocated among the segments based on the relative value of the underlying products and services, which can include allocation based on actual prices charged, prices when sold separately, or estimated costs plus a profit margin. Cost of revenue is allocated in certain cases based on a relative revenue methodology. Operating expenses that are allocated primarily include those relating to marketing of products and services from which multiple segments benefit and are generally allocated based on relative gross margin. </p>
<p style=""margin-bottom:0pt;margin-top:9pt;text-align:justify;text-indent:0%;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">In addition, certain costs incurred at a corporate level that are identifiable and that benefit our segments are allocated to them. These allocated costs include legal, including settlements and fines, information technology, human resources, finance, excise taxes, field selling, shared facilities services, and customer service and support. Each allocation is measured differently based on the specific facts and circumstances of the costs being allocated. </p>
<p style=""margin-bottom:0pt;margin-top:9pt;text-align:justify;text-indent:0%;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">Assets are not allocated to segments for internal reporting presentations. A portion of amortization and depreciation is included with various other costs in an overhead allocation to each segment. It is impracticable for us to separately identify the amount of amortization and depreciation by segment that is included in the measure of segment profit or loss.</p>",
ReconciliationOfRevenueFromSegmentsToConsolidatedTextBlock,"
<p style=""margin-bottom:0pt;margin-top:9pt;text-align:justify;text-indent:0%;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">Segment revenue and operating income were as follows during the periods presented:</p>
<p style=""margin-bottom:0pt;margin-top:0pt;text-align:justify;text-indent:0%;font-size:9pt;""> </p>
<div>
<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""margin:auto;border-collapse:collapse; width:100%;"">
<tr style=""height:1pt;"">
<td style=""width:64%;"" valign=""bottom"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">(In millions)</p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""top"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
</tr>
<tr style=""height:1pt;"">
<td colspan=""12"" style=""width:99%; border-bottom:solid 0.75pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%; border-bottom:solid 0.75pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr style=""height:1pt;"">
<td colspan=""12"" style=""width:99%; border-top:solid 0.75pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr style=""height:1pt;"">
<td style=""width:64%;"" valign=""bottom"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">Year Ended June 30,</p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">2022</p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">2021</p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">2020</p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
</tr>
<tr style=""height:1pt;"">
<td style=""width:64%;"" valign=""bottom"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;line-height:4pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:4pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:9%;"" valign=""top"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr style=""height:1pt;"">
<td style=""width:64%;"" valign=""bottom"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;margin-left:12pt;;text-indent:-12pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">Revenue</p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:9%;"" valign=""top"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:7.5pt;""> </p></td>
</tr>
<tr style=""height:1pt;"">
<td style=""width:64%;"" valign=""top"">
<p style=""margin-bottom:0pt;margin-top:0pt;line-height:4pt;text-align:justify;margin-left:0pt;;text-indent:0pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:4pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:9%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:9%;"" valign=""top"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
